category,name,baseType,itemType,variant,detailsId,levelRequired,links,corrupted,mapTier,gemLevel,gemQuality,chaosEquivalent,Tier,Override,SetFontSize,PlayAlertSound,SetBackgroundColor,PlayEffect,MinimapIcon
base,Colossal Tower Shield,Colossal Tower Shield,Shield,'Shaper/Redeemer,colossal-tower-shield-83-shaper-redeemer,83,,,,,,960.08,,,,,,,
base,Alternating Sceptre,Alternating Sceptre,One Handed Mace,'Shaper/Redeemer,alternating-sceptre-86-shaper-redeemer,86,,,,,,960.08,,,,,,,
base,Psychotic Axe,Psychotic Axe,One Handed Axe,'Crusader,psychotic-axe-83-crusader,83,,,,,,960.08,,,,,,,
base,Two-Toned Boots,Two-Toned Boots,Boots,'Redeemer/Hunter,two-toned-boots-85-redeemer-hunter,85,,,,,,956.12,,,,,,,
base,Two-Toned Boots,Two-Toned Boots,Boots,'Shaper/Hunter,two-toned-boots-85-shaper-hunter,85,,,,,,948.08,,,,,,,
base,Onyx Amulet,Onyx Amulet,Amulet,'Crusader/Hunter,onyx-amulet-86-crusader-hunter,86,,,,,,916.28,,,,,,,
base,Steel Ring,Steel Ring,Ring,'Shaper/Warlord,steel-ring-86-shaper-warlord,86,,,,,,912.08,,,,,,,
base,Jade Amulet,Jade Amulet,Amulet,'Elder/Hunter,jade-amulet-83-elder-hunter,83,,,,,,900.08,,,,,,,
base,Sinistral Gloves,Sinistral Gloves,Gloves,'Elder,sinistral-gloves-83-elder,83,,,,,,900.08,,,,,,,
base,Fingerless Silk Gloves,Fingerless Silk Gloves,Gloves,'Warlord/Hunter,fingerless-silk-gloves-84-warlord-hunter,84,,,,,,892.15,,,,,,,
base,Citrine Amulet,Citrine Amulet,Amulet,'Redeemer/Hunter,citrine-amulet-83-redeemer-hunter,83,,,,,,879.31,,,,,,,
base,Slink Boots,Slink Boots,Boots,'Redeemer/Hunter,slink-boots-86-redeemer-hunter,86,,,,,,875.96,,,,,,,
base,Crystal Belt,Crystal Belt,Belt,'Shaper/Crusader,crystal-belt-86-shaper-crusader,86,,,,,,874.57,,,,,,,
base,Fingerless Silk Gloves,Fingerless Silk Gloves,Gloves,'Warlord/Hunter,fingerless-silk-gloves-86-warlord-hunter,86,,,,,,863.47,,,,,,,
base,Imbued Wand,Imbued Wand,Wand,'Crusader/Hunter,imbued-wand-83-crusader-hunter,83,,,,,,853.54,,,,,,,
base,Platinum Kris,Platinum Kris,Dagger,'Shaper/Redeemer,platinum-kris-83-shaper-redeemer,83,,,,,,850.87,,,,,,,
base,Simplex Amulet,Simplex Amulet,Amulet,'Redeemer,simplex-amulet-82-redeemer,82,,,,,,840.07,,,,,,,
base,Fingerless Silk Gloves,Fingerless Silk Gloves,Gloves,'Shaper/Warlord,fingerless-silk-gloves-85-shaper-warlord,85,,,,,,840.07,,,,,,,
base,Bone Helmet,Bone Helmet,Helmet,'Shaper/Elder,bone-helmet-86-shaper-elder,86,,,,,,840.07,,,,,,,
base,Archon Kite Shield,Archon Kite Shield,Shield,'Shaper/Redeemer,archon-kite-shield-85-shaper-redeemer,85,,,,,,840.07,,,,,,,
base,Onyx Amulet,Onyx Amulet,Amulet,'Shaper/Redeemer,onyx-amulet-86-shaper-redeemer,86,,,,,,840.07,,,,,,,
base,Turquoise Amulet,Turquoise Amulet,Amulet,'Crusader/Hunter,turquoise-amulet-83-crusader-hunter,83,,,,,,840.07,,,,,,,
base,Imbued Wand,Imbued Wand,Wand,'Shaper/Elder,imbued-wand-85-shaper-elder,85,,,,,,840.07,,,,,,,
base,Crystal Belt,Crystal Belt,Belt,'Shaper/Redeemer,crystal-belt-83-shaper-redeemer,83,,,,,,840.07,,,,,,,
base,Hubris Circlet,Hubris Circlet,Helmet,'Crusader/Warlord,hubris-circlet-86-crusader-warlord,86,,,,,,840.07,,,,,,,
base,Fossilised Spirit Shield,Fossilised Spirit Shield,Shield,'Shaper/Redeemer,fossilised-spirit-shield-83-shaper-redeemer,83,,,,,,840.07,,,,,,,
base,Jade Amulet,Jade Amulet,Amulet,'Elder/Hunter,jade-amulet-84-elder-hunter,84,,,,,,840.07,,,,,,,
base,Mechalarm Belt,Mechalarm Belt,Belt,'Redeemer,mechalarm-belt-84-redeemer,84,,,,,,840.07,,,,,,,
base,Runic Hatchet,Runic Hatchet,One Handed Axe,'Warlord/Hunter,runic-hatchet-82-warlord-hunter,82,,,,,,840.07,,,,,,,
base,Wyrmscale Boots,Wyrmscale Boots,Boots,'Elder/Redeemer,wyrmscale-boots-83-elder-redeemer,83,,,,,,840.07,,,,,,,
base,Champion Kite Shield,Champion Kite Shield,Shield,'Shaper/Hunter,champion-kite-shield-85-shaper-hunter,85,,,,,,840.07,,,,,,,
base,Conjurer Gloves,Conjurer Gloves,Gloves,'Redeemer/Hunter,conjurer-gloves-83-redeemer-hunter,83,,,,,,840.07,,,,,,,
base,Sinistral Gloves,Sinistral Gloves,Gloves,'Crusader/Warlord,sinistral-gloves-82-crusader-warlord,82,,,,,,820.01,,,,,,,
base,Spiked Gloves,Spiked Gloves,Gloves,'Warlord/Hunter,spiked-gloves-86-warlord-hunter,86,,,,,,810.68,,,,,,,
base,Sorcerer Boots,Sorcerer Boots,Boots,'Redeemer/Hunter,sorcerer-boots-84-redeemer-hunter,84,,,,,,798.55,,,,,,,
base,Titanium Spirit Shield,Titanium Spirit Shield,Shield,'Redeemer/Hunter,titanium-spirit-shield-84-redeemer-hunter,84,,,,,,794.94,,,,,,,
base,Marble Amulet,Marble Amulet,Amulet,'Warlord/Hunter,marble-amulet-83-warlord-hunter,83,,,,,,792.07,,,,,,,
base,Apothecary's Gloves,Apothecary's Gloves,Gloves,'Warlord/Hunter,apothecarys-gloves-86-warlord-hunter,86,,,,,,785.47,,,,,,,
base,Two-Toned Boots,Two-Toned Boots,Boots,'Redeemer/Hunter,two-toned-boots-84-redeemer-hunter,84,,,,,,773.06,,,,,,,
base,Fossilised Spirit Shield,Fossilised Spirit Shield,Shield,'Crusader/Redeemer,fossilised-spirit-shield-83-crusader-redeemer,83,,,,,,767.82,,,,,,,
base,Apothecary's Gloves,Apothecary's Gloves,Gloves,'Warlord/Hunter,apothecarys-gloves-83-warlord-hunter,83,,,,,,757.74,,,,,,,
base,Onyx Amulet,Onyx Amulet,Amulet,'Warlord/Hunter,onyx-amulet-85-warlord-hunter,85,,,,,,721.42,,,,,,,
base,Prong Dagger,Prong Dagger,Dagger,'Elder,prong-dagger-82-elder,82,,,,,,720.06,,,,,,,
base,Gladius,Gladius,One Handed Sword,,gladius-86,86,,,,,,720.06,,,,,,,
base,Quartz Wand,Quartz Wand,Wand,'Hunter,quartz-wand-83-hunter,83,,,,,,720.06,,,,,,,
base,Stygian Vise,Stygian Vise,Belt,'Redeemer,stygian-vise-82-redeemer,82,,,,,,720.06,,,,,,,
base,Splendid Round Shield,Splendid Round Shield,Shield,'Crusader,splendid-round-shield-85-crusader,85,,,,,,720.06,,,,,,,
base,Two-Toned Boots,Two-Toned Boots,Boots,'Redeemer/Hunter,two-toned-boots-86-redeemer-hunter,86,,,,,,720.06,,,,,,,
base,Murder Mitts,Murder Mitts,Gloves,'Warlord/Hunter,murder-mitts-83-warlord-hunter,83,,,,,,720.06,,,,,,,
base,Citrine Amulet,Citrine Amulet,Amulet,'Shaper/Hunter,citrine-amulet-85-shaper-hunter,85,,,,,,720.06,,,,,,,
base,Agate Amulet,Agate Amulet,Amulet,'Shaper/Crusader,agate-amulet-83-shaper-crusader,83,,,,,,720.06,,,,,,,
base,Titan Gauntlets,Titan Gauntlets,Gloves,'Warlord/Hunter,titan-gauntlets-85-warlord-hunter,85,,,,,,720.06,,,,,,,
base,Conjurer Boots,Conjurer Boots,Boots,'Redeemer/Hunter,conjurer-boots-83-redeemer-hunter,83,,,,,,720.06,,,,,,,
base,Paua Ring,Paua Ring,Ring,'Crusader/Hunter,paua-ring-86-crusader-hunter,86,,,,,,720.06,,,,,,,
base,Bronze Tower Shield,Bronze Tower Shield,Shield,'Shaper/Hunter,bronze-tower-shield-86-shaper-hunter,86,,,,,,720.06,,,,,,,
base,Broadhead Arrow Quiver,Broadhead Arrow Quiver,Quiver,'Shaper/Hunter,broadhead-arrow-quiver-84-shaper-hunter,84,,,,,,720.06,,,,,,,
base,Goliath Greaves,Goliath Greaves,Boots,'Redeemer/Hunter,goliath-greaves-83-redeemer-hunter,83,,,,,,720.06,,,,,,,
base,Hubris Circlet,Hubris Circlet,Helmet,'Crusader/Redeemer,hubris-circlet-85-crusader-redeemer,85,,,,,,720.06,,,,,,,
base,Hubris Circlet,Hubris Circlet,Helmet,'Warlord/Hunter,hubris-circlet-83-warlord-hunter,83,,,,,,720.06,,,,,,,
base,Archdemon Crown,Archdemon Crown,Helmet,'Warlord,archdemon-crown-86-warlord,86,,,,,,720.06,,,,,,,
base,Psychotic Axe,Psychotic Axe,One Handed Axe,'Elder,psychotic-axe-85-elder,85,,,,,,720.06,,,,,,,
base,Agate Amulet,Agate Amulet,Amulet,'Warlord/Hunter,agate-amulet-82-warlord-hunter,82,,,,,,720.06,,,,,,,
base,Cerulean Ring,Cerulean Ring,Ring,'Shaper/Redeemer,cerulean-ring-83-shaper-redeemer,83,,,,,,720.06,,,,,,,
base,Runic Hatchet,Runic Hatchet,One Handed Axe,'Warlord/Hunter,runic-hatchet-84-warlord-hunter,84,,,,,,720.06,,,,,,,
base,Tomahawk,Tomahawk,One Handed Axe,'Elder/Warlord,tomahawk-85-elder-warlord,85,,,,,,720.06,,,,,,,
base,Sinner Tricorne,Sinner Tricorne,Helmet,'Shaper/Warlord,sinner-tricorne-86-shaper-warlord,86,,,,,,720.06,,,,,,,
base,Stabilising Sceptre,Stabilising Sceptre,One Handed Mace,'Warlord,stabilising-sceptre-84-warlord,84,,,,,,717.78,,,,,,,
base,Sinistral Gloves,Sinistral Gloves,Gloves,'Warlord,sinistral-gloves-86-warlord,86,,,,,,714.24,,,,,,,
base,Fingerless Silk Gloves,Fingerless Silk Gloves,Gloves,'Shaper/Elder,fingerless-silk-gloves-85-shaper-elder,85,,,,,,713.1,,,,,,,
base,Diamond Ring,Diamond Ring,Ring,'Shaper/Warlord,diamond-ring-86-shaper-warlord,86,,,,,,708.06,,,,,,,
base,Royal Burgonet,Royal Burgonet,Helmet,'Elder/Warlord,royal-burgonet-85-elder-warlord,85,,,,,,690.06,,,,,,,
base,Spiked Gloves,Spiked Gloves,Gloves,'Warlord/Hunter,spiked-gloves-85-warlord-hunter,85,,,,,,689.35,,,,,,,
base,Titanium Spirit Shield,Titanium Spirit Shield,Shield,'Redeemer/Hunter,titanium-spirit-shield-86-redeemer-hunter,86,,,,,,675.06,,,,,,,
base,Titanium Spirit Shield,Titanium Spirit Shield,Shield,'Shaper/Redeemer,titanium-spirit-shield-86-shaper-redeemer,86,,,,,,672.66,,,,,,,
base,Two-Toned Boots,Two-Toned Boots,Boots,'Redeemer/Hunter,two-toned-boots-83-redeemer-hunter,83,,,,,,669.04,,,,,,,
base,Turquoise Amulet,Turquoise Amulet,Amulet,'Shaper/Crusader,turquoise-amulet-83-shaper-crusader,83,,,,,,665.46,,,,,,,
base,Jade Amulet,Jade Amulet,Amulet,'Warlord/Hunter,jade-amulet-83-warlord-hunter,83,,,,,,660.06,,,,,,,
base,Lapis Amulet,Lapis Amulet,Amulet,'Shaper/Crusader,lapis-amulet-85-shaper-crusader,85,,,,,,660.06,,,,,,,
base,Titanium Spirit Shield,Titanium Spirit Shield,Shield,'Redeemer/Hunter,titanium-spirit-shield-82-redeemer-hunter,82,,,,,,660.06,,,,,,,
base,Gold Amulet,Gold Amulet,Amulet,'Warlord/Hunter,gold-amulet-83-warlord-hunter,83,,,,,,660.06,,,,,,,
base,Agate Amulet,Agate Amulet,Amulet,'Elder/Hunter,agate-amulet-85-elder-hunter,85,,,,,,660.06,,,,,,,
base,Runic Crown,Runic Crown,Helmet,'Redeemer/Hunter,runic-crown-85-redeemer-hunter,85,,,,,,660.06,,,,,,,
base,Ivory Bow,Ivory Bow,Bow,'Shaper/Elder,ivory-bow-85-shaper-elder,85,,,,,,648.05,,,,,,,
base,Titanium Spirit Shield,Titanium Spirit Shield,Shield,'Redeemer/Hunter,titanium-spirit-shield-83-redeemer-hunter,83,,,,,,639.33,,,,,,,
base,Imbued Wand,Imbued Wand,Wand,'Crusader/Hunter,imbued-wand-86-crusader-hunter,86,,,,,,638.1,,,,,,,
base,Apothecary's Gloves,Apothecary's Gloves,Gloves,'Warlord/Hunter,apothecarys-gloves-85-warlord-hunter,85,,,,,,636.11,,,,,,,
base,Southswing Gloves,Southswing Gloves,Gloves,'Warlord,southswing-gloves-83-warlord,83,,,,,,636.05,,,,,,,
base,Bone Helmet,Bone Helmet,Helmet,'Shaper/Elder,bone-helmet-83-shaper-elder,83,,,,,,612.05,,,,,,,
base,Crystal Belt,Crystal Belt,Belt,'Shaper/Crusader,crystal-belt-85-shaper-crusader,85,,,,,,611.57,,,,,,,
base,Silk Slippers,Silk Slippers,Boots,'Elder,silk-slippers-84-elder,84,,,,,,600.05,,,,,,,
base,Flaying Knife,Flaying Knife,Dagger,'Elder,flaying-knife-85-elder,85,,,,,,600.05,,,,,,,
base,Silken Wrap,Silken Wrap,Body Armour,'Elder,silken-wrap-84-elder,84,,,,,,600.05,,,,,,,
base,Stygian Vise,Stygian Vise,Belt,'Hunter,stygian-vise-84-hunter,84,,,,,,600.05,,,,,,,
base,Stygian Vise,Stygian Vise,Belt,'Crusader,stygian-vise-82-crusader,82,,,,,,600.05,,,,,,,
base,Oscillating Sceptre,Oscillating Sceptre,One Handed Mace,'Redeemer,oscillating-sceptre-84-redeemer,84,,,,,,600.05,,,,,,,
base,Oscillating Sceptre,Oscillating Sceptre,One Handed Mace,'Warlord,oscillating-sceptre-86-warlord,86,,,,,,600.05,,,,,,,
base,Lapis Amulet,Lapis Amulet,Amulet,'Shaper/Crusader,lapis-amulet-86-shaper-crusader,86,,,,,,600.05,,,,,,,
base,Blue Pearl Amulet,Blue Pearl Amulet,Amulet,'Redeemer/Hunter,blue-pearl-amulet-85-redeemer-hunter,85,,,,,,600.05,,,,,,,
base,Astral Plate,Astral Plate,Body Armour,'Elder/Hunter,astral-plate-86-elder-hunter,86,,,,,,600.05,,,,,,,
base,Jade Amulet,Jade Amulet,Amulet,'Shaper/Redeemer,jade-amulet-85-shaper-redeemer,85,,,,,,600.05,,,,,,,
base,Agate Amulet,Agate Amulet,Amulet,'Warlord/Hunter,agate-amulet-83-warlord-hunter,83,,,,,,600.05,,,,,,,
base,Opal Ring,Opal Ring,Ring,'Shaper/Elder,opal-ring-82-shaper-elder,82,,,,,,600.05,,,,,,,
base,Opal Ring,Opal Ring,Ring,'Elder/Redeemer,opal-ring-85-elder-redeemer,85,,,,,,600.05,,,,,,,
base,Blue Pearl Amulet,Blue Pearl Amulet,Amulet,'Crusader/Hunter,blue-pearl-amulet-85-crusader-hunter,85,,,,,,600.05,,,,,,,
base,Gold Ring,Gold Ring,Ring,'Elder/Hunter,gold-ring-86-elder-hunter,86,,,,,,600.05,,,,,,,
base,Bronze Tower Shield,Bronze Tower Shield,Shield,'Redeemer/Hunter,bronze-tower-shield-84-redeemer-hunter,84,,,,,,600.05,,,,,,,
base,Gripped Gloves,Gripped Gloves,Gloves,'Warlord/Hunter,gripped-gloves-82-warlord-hunter,82,,,,,,600.05,,,,,,,
base,Two-Stone Ring,Two-Stone Ring,Ring,'Crusader/Hunter,two-stone-ring-84-crusader-hunter,84,,,,,,600.05,,,,,,,
base,Pinnacle Tower Shield,Pinnacle Tower Shield,Shield,'Shaper/Crusader,pinnacle-tower-shield-86-shaper-crusader,86,,,,,,600.05,,,,,,,
base,Laminated Kite Shield,Laminated Kite Shield,Shield,'Crusader/Redeemer,laminated-kite-shield-84-crusader-redeemer,84,,,,,,600.05,,,,,,,
base,Blizzard Crown,Blizzard Crown,Helmet,'Redeemer/Warlord,blizzard-crown-83-redeemer-warlord,83,,,,,,600.05,,,,,,,
base,Omen Wand,Omen Wand,Wand,'Crusader/Redeemer,omen-wand-86-crusader-redeemer,86,,,,,,600.05,,,,,,,
base,Platinum Kris,Platinum Kris,Dagger,'Shaper/Redeemer,platinum-kris-85-shaper-redeemer,85,,,,,,600.05,,,,,,,
base,Archon Kite Shield,Archon Kite Shield,Shield,'Shaper/Crusader,archon-kite-shield-83-shaper-crusader,83,,,,,,600.05,,,,,,,
base,Fugitive Boots,Fugitive Boots,Boots,'Shaper/Hunter,fugitive-boots-85-shaper-hunter,85,,,,,,600.05,,,,,,,
base,Titanium Spirit Shield,Titanium Spirit Shield,Shield,'Crusader/Redeemer,titanium-spirit-shield-82-crusader-redeemer,82,,,,,,594.05,,,,,,,
base,Southswing Gloves,Southswing Gloves,Gloves,'Crusader/Warlord,southswing-gloves-83-crusader-warlord,83,,,,,,576.05,,,,,,,
base,Crystal Belt,Crystal Belt,Belt,'Shaper/Crusader,crystal-belt-83-shaper-crusader,83,,,,,,574.59,,,,,,,
base,Sorcerer Boots,Sorcerer Boots,Boots,'Elder/Warlord,sorcerer-boots-86-elder-warlord,86,,,,,,573.65,,,,,,,
base,Sorcerer Boots,Sorcerer Boots,Boots,'Elder/Warlord,sorcerer-boots-85-elder-warlord,85,,,,,,567.2,,,,,,,
base,Onyx Amulet,Onyx Amulet,Amulet,'Shaper/Redeemer,onyx-amulet-85-shaper-redeemer,85,,,,,,564.05,,,,,,,
base,Titanium Spirit Shield,Titanium Spirit Shield,Shield,'Crusader/Redeemer,titanium-spirit-shield-85-crusader-redeemer,85,,,,,,561.01,,,,,,,
base,Stygian Vise,Stygian Vise,Belt,'Redeemer,stygian-vise-83-redeemer,83,,,,,,556.35,,,,,,,
base,Hubris Circlet,Hubris Circlet,Helmet,'Redeemer/Warlord,hubris-circlet-85-redeemer-warlord,85,,,,,,556.25,,,,,,,
base,Sinistral Gloves,Sinistral Gloves,Gloves,'Crusader,sinistral-gloves-83-crusader,83,,,,,,553.2,,,,,,,
base,Titanium Spirit Shield,Titanium Spirit Shield,Shield,'Shaper/Redeemer,titanium-spirit-shield-82-shaper-redeemer,82,,,,,,552.05,,,,,,,
base,Archon Kite Shield,Archon Kite Shield,Shield,'Crusader/Redeemer,archon-kite-shield-82-crusader-redeemer,82,,,,,,552.05,,,,,,,
base,Citrine Amulet,Citrine Amulet,Amulet,'Warlord/Hunter,citrine-amulet-85-warlord-hunter,85,,,,,,548.45,,,,,,,
base,Blizzard Crown,Blizzard Crown,Helmet,,blizzard-crown-85,85,,,,,,544.87,,,,,,,
base,Citrine Amulet,Citrine Amulet,Amulet,'Warlord/Hunter,citrine-amulet-84-warlord-hunter,84,,,,,,544.17,,,,,,,
base,Broadhead Arrow Quiver,Broadhead Arrow Quiver,Quiver,'Warlord/Hunter,broadhead-arrow-quiver-84-warlord-hunter,84,,,,,,540.89,,,,,,,
base,Legion Boots,Legion Boots,Boots,'Redeemer/Hunter,legion-boots-84-redeemer-hunter,84,,,,,,540.04,,,,,,,
base,Golden Kris,Golden Kris,Dagger,'Shaper/Redeemer,golden-kris-85-shaper-redeemer,85,,,,,,540.04,,,,,,,
base,Onyx Amulet,Onyx Amulet,Amulet,'Warlord/Hunter,onyx-amulet-82-warlord-hunter,82,,,,,,530.74,,,,,,,
base,Spike-Point Arrow Quiver,Spike-Point Arrow Quiver,Quiver,'Shaper/Hunter,spike-point-arrow-quiver-84-shaper-hunter,84,,,,,,528.04,,,,,,,
base,Gripped Gloves,Gripped Gloves,Gloves,'Warlord/Hunter,gripped-gloves-83-warlord-hunter,83,,,,,,510.81,,,,,,,
base,Agate Amulet,Agate Amulet,Amulet,'Warlord/Hunter,agate-amulet-84-warlord-hunter,84,,,,,,506.2,,,,,,,
base,Sorcerer Boots,Sorcerer Boots,Boots,'Redeemer/Hunter,sorcerer-boots-86-redeemer-hunter,86,,,,,,504.04,,,,,,,
base,Fingerless Silk Gloves,Fingerless Silk Gloves,Gloves,'Warlord/Hunter,fingerless-silk-gloves-85-warlord-hunter,85,,,,,,494.42,,,,,,,
base,Agate Amulet,Agate Amulet,Amulet,'Shaper/Hunter,agate-amulet-85-shaper-hunter,85,,,,,,493.12,,,,,,,
base,Mesh Gloves,Mesh Gloves,Gloves,,mesh-gloves-86,86,,,,,,480.04,,,,,,,
base,Broad Sword,Broad Sword,One Handed Sword,'Shaper,broad-sword-84-shaper,84,,,,,,480.04,,,,,,,
base,Stygian Vise,Stygian Vise,Belt,'Hunter,stygian-vise-86-hunter,86,,,,,,480.04,,,,,,,
base,Stygian Vise,Stygian Vise,Belt,'Elder,stygian-vise-86-elder,86,,,,,,480.04,,,,,,,
base,Stygian Vise,Stygian Vise,Belt,'Shaper,stygian-vise-85-shaper,85,,,,,,480.04,,,,,,,
base,Elegant Foil,Elegant Foil,One Handed Sword,'Crusader,elegant-foil-85-crusader,85,,,,,,480.04,,,,,,,
base,Stygian Vise,Stygian Vise,Belt,'Hunter,stygian-vise-85-hunter,85,,,,,,480.04,,,,,,,
base,Decorative Axe,Decorative Axe,One Handed Axe,'Warlord,decorative-axe-82-warlord,82,,,,,,480.04,,,,,,,
base,Double Axe,Double Axe,Two Handed Axe,'Crusader,double-axe-83-crusader,83,,,,,,480.04,,,,,,,
base,Bronze Plate,Bronze Plate,Body Armour,'Hunter,bronze-plate-86-hunter,86,,,,,,480.04,,,,,,,
base,Agate Amulet,Agate Amulet,Amulet,'Warlord/Hunter,agate-amulet-85-warlord-hunter,85,,,,,,480.04,,,,,,,
base,Simplex Amulet,Simplex Amulet,Amulet,'Shaper/Redeemer,simplex-amulet-85-shaper-redeemer,85,,,,,,480.04,,,,,,,
base,Unset Ring,Unset Ring,Ring,'Warlord/Hunter,unset-ring-86-warlord-hunter,86,,,,,,480.04,,,,,,,
base,Agate Amulet,Agate Amulet,Amulet,'Shaper/Crusader,agate-amulet-84-shaper-crusader,84,,,,,,480.04,,,,,,,
base,Spiked Gloves,Spiked Gloves,Gloves,'Elder/Hunter,spiked-gloves-85-elder-hunter,85,,,,,,480.04,,,,,,,
base,Turquoise Amulet,Turquoise Amulet,Amulet,'Shaper/Crusader,turquoise-amulet-85-shaper-crusader,85,,,,,,480.04,,,,,,,
base,Opal Ring,Opal Ring,Ring,'Shaper/Redeemer,opal-ring-84-shaper-redeemer,84,,,,,,480.04,,,,,,,
base,Solaris Circlet,Solaris Circlet,Helmet,'Redeemer/Warlord,solaris-circlet-84-redeemer-warlord,84,,,,,,480.04,,,,,,,
base,Fingerless Silk Gloves,Fingerless Silk Gloves,Gloves,'Shaper/Warlord,fingerless-silk-gloves-86-shaper-warlord,86,,,,,,480.04,,,,,,,
base,Jade Amulet,Jade Amulet,Amulet,'Shaper/Redeemer,jade-amulet-83-shaper-redeemer,83,,,,,,480.04,,,,,,,
base,Ezomyte Tower Shield,Ezomyte Tower Shield,Shield,'Shaper/Hunter,ezomyte-tower-shield-84-shaper-hunter,84,,,,,,480.04,,,,,,,
base,Penetrating Arrow Quiver,Penetrating Arrow Quiver,Quiver,'Warlord/Hunter,penetrating-arrow-quiver-83-warlord-hunter,83,,,,,,480.04,,,,,,,
base,Turquoise Amulet,Turquoise Amulet,Amulet,'Shaper/Crusader,turquoise-amulet-86-shaper-crusader,86,,,,,,480.04,,,,,,,
base,Eelskin Gloves,Eelskin Gloves,Gloves,'Warlord/Hunter,eelskin-gloves-83-warlord-hunter,83,,,,,,480.04,,,,,,,
base,Hubris Circlet,Hubris Circlet,Helmet,'Redeemer/Hunter,hubris-circlet-85-redeemer-hunter,85,,,,,,480.04,,,,,,,
base,Southswing Gloves,Southswing Gloves,Gloves,'Crusader,southswing-gloves-83-crusader,83,,,,,,480.04,,,,,,,
base,Sinistral Gloves,Sinistral Gloves,Gloves,,sinistral-gloves-86,86,,,,,,480.04,,,,,,,
base,Sinistral Gloves,Sinistral Gloves,Gloves,'Hunter,sinistral-gloves-82-hunter,82,,,,,,480.04,,,,,,,
base,Artillery Quiver,Artillery Quiver,Quiver,'Warlord/Hunter,artillery-quiver-84-warlord-hunter,84,,,,,,480.04,,,,,,,
base,Dragonscale Doublet,Dragonscale Doublet,Body Armour,'Warlord/Hunter,dragonscale-doublet-86-warlord-hunter,86,,,,,,480.04,,,,,,,
base,Omen Wand,Omen Wand,Wand,'Warlord/Hunter,omen-wand-86-warlord-hunter,86,,,,,,480.04,,,,,,,
base,Runic Gages,Runic Gages,Gloves,'Shaper,runic-gages-83-shaper,83,,,,,,480.04,,,,,,,
base,Fugitive Boots,Fugitive Boots,Boots,'Shaper/Warlord,fugitive-boots-86-shaper-warlord,86,,,,,,480.04,,,,,,,
base,Runic Crown,Runic Crown,Helmet,'Elder/Redeemer,runic-crown-84-elder-redeemer,84,,,,,,480.04,,,,,,,
base,Fugitive Boots,Fugitive Boots,Boots,'Redeemer/Warlord,fugitive-boots-84-redeemer-warlord,84,,,,,,480.04,,,,,,,
base,Apothecary's Gloves,Apothecary's Gloves,Gloves,'Hunter,apothecarys-gloves-86-hunter,86,,,,,,475.06,,,,,,,
base,Onyx Amulet,Onyx Amulet,Amulet,'Shaper/Crusader,onyx-amulet-85-shaper-crusader,85,,,,,,458.44,,,,,,,
base,Marble Amulet,Marble Amulet,Amulet,'Shaper/Crusader,marble-amulet-86-shaper-crusader,86,,,,,,450.04,,,,,,,
base,Vermillion Ring,Vermillion Ring,Ring,'Warlord,vermillion-ring-85-warlord,85,,,,,,437.85,,,,,,,
base,Spiked Gloves,Spiked Gloves,Gloves,'Warlord/Hunter,spiked-gloves-83-warlord-hunter,83,,,,,,435.57,,,,,,,
base,Simplex Amulet,Simplex Amulet,Amulet,'Redeemer,simplex-amulet-84-redeemer,84,,,,,,434.56,,,,,,,
base,Spike-Point Arrow Quiver,Spike-Point Arrow Quiver,Quiver,'Warlord/Hunter,spike-point-arrow-quiver-85-warlord-hunter,85,,,,,,432.04,,,,,,,
base,Golden Kris,Golden Kris,Dagger,'Shaper/Redeemer,golden-kris-86-shaper-redeemer,86,,,,,,430.34,,,,,,,
base,Sinistral Gloves,Sinistral Gloves,Gloves,'Warlord,sinistral-gloves-83-warlord,83,,,,,,427.15,,,,,,,
base,Shackled Boots,Shackled Boots,Boots,'Hunter,shackled-boots-85-hunter,85,,,,,,420.04,,,,,,,
base,Two-Stone Ring,Two-Stone Ring,Ring,'Redeemer/Hunter,two-stone-ring-86-redeemer-hunter,86,,,,,,420.04,,,,,,,
base,Jade Amulet,Jade Amulet,Amulet,'Warlord/Hunter,jade-amulet-86-warlord-hunter,86,,,,,,420.04,,,,,,,
base,Agate Amulet,Agate Amulet,Amulet,'Shaper/Hunter,agate-amulet-84-shaper-hunter,84,,,,,,420.04,,,,,,,
base,Unset Ring,Unset Ring,Ring,'Shaper/Elder,unset-ring-86-shaper-elder,86,,,,,,420.04,,,,,,,
base,Gauche Gloves,Gauche Gloves,Gloves,'Warlord,gauche-gloves-82-warlord,82,,,,,,420.04,,,,,,,
base,Amber Amulet,Amber Amulet,Amulet,'Redeemer/Hunter,amber-amulet-84-redeemer-hunter,84,,,,,,417.15,,,,,,,
base,Stygian Vise,Stygian Vise,Belt,'Redeemer,stygian-vise-84-redeemer,84,,,,,,415.26,,,,,,,
base,Apothecary's Gloves,Apothecary's Gloves,Gloves,'Elder/Warlord,apothecarys-gloves-85-elder-warlord,85,,,,,,412.35,,,,,,,
base,Onyx Amulet,Onyx Amulet,Amulet,'Redeemer/Hunter,onyx-amulet-85-redeemer-hunter,85,,,,,,409.71,,,,,,,
base,Simplex Amulet,Simplex Amulet,Amulet,'Redeemer,simplex-amulet-85-redeemer,85,,,,,,409.51,,,,,,,
base,Ringmail Gloves,Ringmail Gloves,Gloves,'Hunter,ringmail-gloves-85-hunter,85,,,,,,408.03,,,,,,,
